HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
3068,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Indian krait,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.4,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3069,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,Red-headed krait,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.2,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3070,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,multicinctus,Many-banded krait,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.7,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3071,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,angusticeps,Common mamba,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,18.8,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3072,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Jameson's mamba,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.1,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3073,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Black mamba,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,26.2,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3074,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,viridis,Green mamba,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,18.7,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3075,Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,sundevallii,Sundevall's garter sanke,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.6,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3076,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,haemachatus,Ringneck spitting cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3077,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Western coral snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,17.6,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3078,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Eastern coral snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,19.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3079,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,atra,Indian/golden spitting cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.7,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3080,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Egyptian cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,22.1,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3081,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,kaouthia,Indian/monocled cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,25.4,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3082,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,melanoleuca,Black and white-lipped cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,29.1,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3083,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,Mozambique spitting cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,16.7,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3084,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,naja,Indian cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,32.3,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3085,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nigricollis,Blackneck spitting cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,23.2,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3086,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nivea,Cape cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,26.0,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3087,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Red spitting cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,20.2,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3088,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,samarensis,Indian/southeastern philippine cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.4,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3089,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sputatrix,Indian/Indochinese spitting cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.5,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3090,Animalia,Chordata,Reptilia,Squamata,Elapidae,Notechis,scutatus,Mainland tigersnake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,14.1,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3091,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,King cobra,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,22.5,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3092,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,Taipan,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.6,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3093,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,australis,King grown/brown snake,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.1,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3094,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,porphyriacus,Australian purplish death adder,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.6,485,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3095,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,colubrinus,Kenya sand-boa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,20.7,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3096,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,conicus,Rough-scaled sand-boa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,28.2,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3097,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Caucasian sand-boa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,24.7,485,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3098,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,johnii,John's Indian sand-boa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,24.4,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3099,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,tataricus,Tartar sand-boa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,24.0,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3100,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,elegans,Mexican banded gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,11.0,451,captivity,tiny,questionable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3101,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,Western banded gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,15.2,485,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,485
3102,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Leopard gecko,400.0,400.0,55.0,143.75925925925927,2.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,28.5,451,captivity,large,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"448,451"
3103,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,African fat-tailed gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,16.2,451,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3104,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,angulifer,Namib sand gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,10.8,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
3105,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,bibronii,Bibron's gecko,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,6.1,451,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,451
