HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
2528,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,oeconomus,Tundra vole,30.0,48.0,22.0,19.0,7.0,3.5,29.0,2.43,18.0,58.0,0.0798,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,0.5660000000000001,32.8,311.55,"2,36,420,441,455,538,542,680,731,1150"
2529,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,pennsylvanicus,Meadow vole,29.0,37.0,21.0,14.0,5.5,2.6,21.0,2.46,11.52,49.0,0.0397,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.428,38.2,311.65,"36,420,455,511,542,610,680,731"
2530,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,pinetorum,Woodland vole,98.0,916.1596244131456,21.0,21.0,3.0,2.7,26.0,2.32,9.6,25.5,0.055,3.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.305,24.8,311.45,"36,420,434,441,455,610,671,680,731,817"
2531,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,richardsoni,Water vole,1010.4756860857005,916.1596244131456,22.0,21.0,5.8,2.0,386.7562254259502,5.05,31.1,51.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.701,64.5,311.85,"36,420,434,455,542,610"
2532,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,subterraneus,European pine vole,96.0,916.1596244131456,22.0,24.0,2.7,4.0,24.0,1.6,9.4,20.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.276,17.8,310.95,"36,434,455,542,978,1032"
2533,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,glareolus,Bank vole,47.0,72.0,20.0,20.0,4.3,3.2,21.0,1.82,9.8,20.8,0.0809,4.9,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.312,21.5,308.5922469635628,"36,175,434,455,542,610,671,676,680,731"
2534,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,rufocanus,Gray red-backed vole,62.0,916.1596244131456,83.22535211267606,143.75925925925927,4.1,2.8,30.0,2.25,10.0,29.5,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,0.321,27.2,308.5922469635628,"36,455,610,671,680,978"
2535,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myopus,schisticolor,Wood lemming,33.0,916.1596244131456,22.0,20.0,4.6,2.0,25.0,3.2,15.7,25.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.522,26.4,312.15,"36,420,434,455,542,671,680,978"
2536,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,albigula,White-throated woodrat,84.0,101.0,29.0,43.0,2.0,2.0,49.0,11.5,103.3,209.0,0.1516869409660107,9.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.735,177.6,309.15,"36,420,434,441,455,610,671"
2537,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,cinerea,Bushy-tailed woodrat,353.0,916.1596244131456,30.0,27.0,3.68,2.0,30.0,13.5,107.0,335.5,0.0442,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,1.1520000000000001,256.5,308.5922469635628,"36,455,610,623,671,680,731,978"
2538,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,floridana,Eastern woodrat,95.0,916.1596244131456,33.0,22.0,3.5,2.5,83.0,13.43,45.9,291.0,0.0654,8.6,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,441,455,542,610,671,680,731"
2539,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,lepida,Desert woodrat,76.0,76.0,33.0,31.0,3.0,3.0,60.0,8.45,35.0,236.0,0.1516869409660107,10.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.46,112.5,309.95,"36,420,455,671"
2540,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,micropus,Southern plains woodrat,136.0,916.1596244131456,35.0,26.0,2.51,2.4,386.7562254259502,11.7,35.6,236.3,0.0281,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,622,680,731"
2541,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Nyctomys,sumichrasti,Vesper rat,1010.4756860857005,916.1596244131456,30.0,21.0,2.25,5.0,38.0,4.7,40.0,50.0,0.1516869409660107,5.7,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,508,610,671"
2542,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ochrotomys,nuttalli,Golden mouse,1010.4756860857005,916.1596244131456,30.0,21.0,2.7,1.4632120743034054,25.0,2.7,12.5,22.0,0.0591,8.4,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.151,19.5,309.55,"36,420,434,455,538,610,671,731"
2543,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,zibethicus,Muskrat,285.0,285.0,26.0,25.0,6.7,2.7,30.0,22.72,152.1,1362.0,0.0323,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,4.363,976.3,310.55,"36,420,434,441,455,610,671,680,731,776"
2544,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,leucogaster,Northern grasshopper mouse,100.0,114.0,31.0,23.0,4.0,2.5,32.0,2.6,13.1,32.5,0.0634,5.6,671,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,441,455,542,671,731,965"
2545,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Onychomys,torridus,Southern grasshopper mouse,41.0,41.0,30.0,20.0,3.7,2.7,30.0,2.6,9.2,22.0,0.018000000000000002,4.6,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.165,19.1,309.15,"36,420,434,441,455,671,731"
2546,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,californicus,California mouse,46.0,916.1596244131456,30.0,30.0,2.0,4.6,24.0,4.46,18.6,42.0,0.1516869409660107,5.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.267,47.0,309.55,"36,420,455,538,610,671,680,773,1117"
2547,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,crinitus,Canyon mouse,70.0,70.0,24.0,28.0,3.0,2.05,27.0,2.2,14.1,16.5,0.1516869409660107,7.7,647,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.162,20.5,308.85,"36,420,455,647,773"
2548,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,eremicus,Cactus mouse,129.0,916.1596244131456,26.0,25.0,2.6,3.5,39.0,2.33,54703.19159259259,25.0,0.1516869409660107,7.4,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.17300000000000001,21.0,309.75,"36,420,434,455,610,671,680,773"
2549,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,guatemalensis,Guatemalan deer mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.9,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,40.0,0.1516869409660107,5.7,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730,773,978"
2550,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,leucopus,White-footed mouse,73.0,916.1596244131456,26.0,22.0,4.5,3.7,26.0,1.89,9.24,23.0,0.0456,7.9,671,captivity,small,acceptable,0.001,0.5,0.213,22.3,309.85,"2,36,74,304,305,306,307,308,309,310,311,312,313,314,315,326,420,436,441,455,534,542,606,610,671,676,680,731,773,777,917,1115,1143"
2551,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,maniculatus,Deer mouse,49.0,916.1596244131456,24.0,22.0,5.0,3.0,27.0,2.0,9.2,20.5,0.0643,8.3,434,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.21899999999999997,20.5,309.75,"36,59,308,420,434,436,441,455,610,676,680,715,731,773,776,777,917,1136,1143"
2552,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,polionotus,Oldfield mouse,28.0,916.1596244131456,24.0,21.0,3.8,3.0,25.0,1.68,6.72,14.0,0.0558,5.5,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.12,12.0,308.5922469635628,"36,455,671,731,773"
2553,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,truei,Pinyon mouse,50.0,916.1596244131456,26.0,30.0,3.4,5.0,40.0,2.315,10.5,25.0,0.0481,5.4,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.307,33.1,309.85,"36,434,455,610,671,680,731,773,1032"
2554,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys,intermedius,Western heather vole,37.0,916.1596244131456,22.0,19.0,4.58,2.3,386.7562254259502,2.18,15.3,33.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.375,21.5,311.05,"36,420,434,455,610,627,680"
2555,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phenacomys,ungava,Eastern heather vole,38.0,916.1596244131456,23.0,21.0,4.9,1.4632120743034054,386.7562254259502,2.4,10.0,27.0,0.0554,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"538,610,731"
2556,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,roborovskii,Desert hamster,243.0,916.1596244131456,21.0,19.0,6.0,3.5,386.7562254259502,1.45,18.1,218070.29300742116,0.1516869409660107,4.8,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671"
2557,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,sungorus,Dzhungarian hamster,120.0,916.1596244131456,20.0,21.0,5.5,3.5,40.0,2.0,14.8,23.4,0.1516869409660107,3.9,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.313,31.3,309.25,"36,395,396,397,398,420,434,455,542,610,671"
2558,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phyllotis,darwini,Darwin's leaf-eared mouse,1010.4756860857005,916.1596244131456,34.0,143.75925925925927,4.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,50.8,0.1516869409660107,25.21314535345513,Other,unknown,tiny,low,0.18266046511627906,179.44950000000003,0.33299999999999996,47.0,309.35,"36,455,610,671,978,1032"
2559,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Podomys,floridanus,Florida mouse,1010.4756860857005,916.1596244131456,23.0,25.0,2.5,1.4632120743034054,33.0,2.4,12.5,32.0,0.1516869409660107,7.4,434,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.28800000000000003,30.8,308.5922469635628,"36,434,455,538,610"
2560,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodon,auritus,Bunny or coney rat,61.0,916.1596244131456,83.22535211267606,143.75925925925927,4.5,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,72.2,0.1516869409660107,5.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.428,78.7,308.5922469635628,"36,434,455,610,671"
2561,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,humulis,Eastern harvest mouse,105.0,916.1596244131456,23.0,23.0,2.9,1.4632120743034054,32.0,1.115,54703.19159259259,10.3,0.0694,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,538,610,629,680,731"
2562,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Reithrodontomys,megalotis,Western harvest mouse,107.0,80.0,23.0,21.0,3.3,4.5,28.0,1.33,54703.19159259259,11.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.13,9.0,309.95,"36,420,434,455,610,671,680,978"
2563,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,nitela,Splendid climbing mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,89.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730"
2564,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Scotinomys,teguina,Alston's brown mouse,34.0,49.0,31.0,21.0,2.8,1.4632120743034054,31.0,1.35,54703.19159259259,11.2,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.174,12.0,310.75,"36,420,434,455,610,671,680,730"
2565,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Hispid cotton rat,40.0,40.0,27.0,15.0,5.0,6.7,386.7562254259502,6.2,19.8,185.0,0.0362,5.2,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,1.085,159.6,311.25,"36,360,361,420,434,441,455,538,542,610,671,680,731"
2566,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Synaptomys,cooperi,Southern bog lemming,1010.4756860857005,916.1596244131456,23.0,23.0,3.0,2.5,386.7562254259502,3.46,20.0,27.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"441,455,542,610"
2567,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Tscherskia,triton,Greater long-tailed hamster,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,4.2,1.4632120743034054,386.7562254259502,5.2,54703.19159259259,25.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,978"
2568,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Tylomys,nudicaudus,Peters's climbing rat,82.0,109.0,40.0,26.0,2.4,6.0,39.0,16.77,40.0,280.0,0.0313,5.4,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671,731"
2569,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Wiedomys,pyrrhorhinos,Red-nosed mouse,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,3.8,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,47.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671"
2570,Animalia,Chordata,Mammalia,Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Gundi,319.0,916.1596244131456,74.0,143.75925925925927,1.9,1.0,70.0,29.9,54703.19159259259,288.8,0.1516869409660107,5.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,671,978"
2571,Animalia,Chordata,Mammalia,Rodentia,Ctenodactylidae,Pectinator,spekei,Speke's pectinator,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.2,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,178.0,0.0111,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,573,731,978"
2572,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,conoveri,Chaco tuco-tuco,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,860.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730"
2573,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,talarum,Tuco-tuco,243.0,243.0,102.0,36.0,4.0,1.5,386.7562254259502,8.0,54703.19159259259,100.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.611,121.0,309.25,"36,420,434,455,542,610,680,978"
2574,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Lowland paca,365.0,365.0,116.0,78.0,1.0,1.5,191.0,680.0,54703.19159259259,9000.0,0.0165,16.3,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,15.323,9156.0,310.35,"36,420,434,455,610,671,731"
2575,Animalia,Chordata,Mammalia,Rodentia,Cuniculidae,Cuniculus,taczanowskii,Mountain paca,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.0,2.0,386.7562254259502,11498.172832026143,54703.19159259259,8999.9,0.1516869409660107,18.9,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730,978"
2576,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,azarae,Azara's agouti,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2650.0,0.1516869409660107,11.8,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,10.520999999999999,3849.0,310.65,"36,420,434,671"
2577,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,cristata,Crested agouti,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,2.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2650.0,0.1516869409660107,14.0,671,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"455,610,671"
2578,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Black agouti,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,3500.0,0.1516869409660107,18.0,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730"
2579,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Agouti,193.0,916.1596244131456,112.0,143.75925925925927,1.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,3265.0,0.1516869409660107,17.8,671,captivity,large,high,0.18266046511627906,179.44950000000003,8.693999999999999,2687.0,311.45,"36,420,434,455,610,671,680"
2580,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,mexicana,Mexican agouti,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2700.0,0.1516869409660107,13.1,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,671"
2581,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,prymnolopha,Black-rumped agouti,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.5,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,2900.0,0.1516869409660107,16.3,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730,978"
2582,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Central American agouti,487.0,916.1596244131456,112.0,143.75925925925927,2.0,1.4632120743034054,127.0,227.0,54703.19159259259,2150.0,0.1516869409660107,13.8,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671"
2583,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,ruatanica,Ruatan agouti,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,218070.29300742116,0.1516869409660107,13.7,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,671
2584,Animalia,Chordata,Mammalia,Rodentia,Dasyproctidae,Myoprocta,acouchy,Red acouchi,304.0,304.0,99.0,53.0,2.0,1.4632120743034054,386.7562254259502,100.0,350.0,775.0,0.0229,14.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,2.804,914.0,308.55,"36,420,434,455,610,671,680,731"
2585,Animalia,Chordata,Mammalia,Rodentia,Dinomyidae,Dinomys,branickii,Pacarana,1010.4756860857005,916.1596244131456,253.0,15.0,2.0,1.4632120743034054,386.7562254259502,900.0,54703.19159259259,12250.0,0.1516869409660107,12.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671"
2586,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,elater,Small five-toed jerboa,142.0,142.0,83.22535211267606,33.0,4.5,2.0,386.7562254259502,11498.172832026143,54703.19159259259,58.7,0.1516869409660107,5.2,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,671,680"
2587,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,euphratica,Euphrates jerboa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,5.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,232.0,0.1516869409660107,4.2,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671,730"
2588,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,major,Great jerboa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,4.0,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,350.0,0.1516869409660107,7.0,671,captivity,tiny,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,671"
2589,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Allactaga,sibirica,Mongolian five-toed jerboa,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,3.4,1.0,386.7562254259502,11498.172832026143,54703.19159259259,117.5,0.1516869409660107,4.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,671,978"
2590,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,jaculus,Lesser Egyptian jerboa,327.0,137.0,38.0,51.0,3.0,1.5,91.0,2.0,20.0,55.0,0.1516869409660107,7.3,671,captivity,medium,acceptable,0.18266046511627906,179.44950000000003,0.515,75.0,310.65,"36,420,434,455,610,671,817"
2591,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Jaculus,orientalis,Greater Egyptian jerboa,1010.4756860857005,916.1596244131456,35.0,143.75925925925927,2.5,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,134.0,0.1516869409660107,5.5,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.775,139.0,310.15,"36,420,434,455,610,671"
2592,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Napaeozapus,insignis,Woodland jumping mouse,256.0,916.1596244131456,29.0,36.0,4.0,1.3,386.7562254259502,0.9,8.9,25.0,0.0277,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.22,21.8,310.15,"36,420,434,441,455,610,680,731"
2593,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Sicista,betulina,Northern birch mouse,365.0,365.0,31.0,38.0,5.0,1.0,386.7562254259502,11498.172832026143,54703.19159259259,8.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,0.179,10.0,309.15,"36,420,434,455,542,610,680"
2594,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Zapus,hudsonius,Meadow jumping mouse,61.0,61.0,19.0,28.0,5.5,2.1,386.7562254259502,0.8,7.8,18.0,0.0328,5.6,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,0.21899999999999997,26.1,308.5922469635628,"36,434,441,455,542,671,676,680,731"
2595,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Zapus,princeps,Western jumping mouse,1010.4756860857005,916.1596244131456,19.0,30.0,5.5,1.0,386.7562254259502,0.8,54703.19159259259,21.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,538,610,676"
2596,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Hoplomys,gymnurus,Armored rat,1010.4756860857005,916.1596244131456,60.0,143.75925925925927,2.1,1.4632120743034054,386.7562254259502,24.3,54703.19159259259,504.0,0.1516869409660107,7.0,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,671,978"
2597,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Makalata,didelphoides,Red-nosed armored tree-rat,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,1.33,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,276.0,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455"
2598,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,brevicauda,Andean spiny rat. Short-tailed spiny-rat,1010.4756860857005,916.1596244131456,83.22535211267606,143.75925925925927,145879.21867965368,1.4632120743034054,386.7562254259502,11498.172832026143,54703.19159259259,285.0,0.1516869409660107,6.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"671,730"
2599,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,guairae,Quaira spiny rat,85.0,90.0,64.0,22.0,2.8,4.4,386.7562254259502,21.0,54703.19159259259,400.0,0.0213,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,680,731"
2600,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,guyannensis,Cayenne spiny rat,148.0,146.0,64.0,29.0,2.4,1.4632120743034054,66.0,24.7,54703.19159259259,356.5,0.1516869409660107,25.21314535345513,Other,unknown,small,low,0.18266046511627906,179.44950000000003,11.830891476874005,13187.900223285485,308.5922469635628,"434,455,610,680,978"
2601,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Proechimys,semispinosus,Spiny rat,146.0,146.0,64.0,21.0,2.4,4.68,386.7562254259502,23.0,54703.19159259259,500.0,0.0131,5.8,671,captivity,small,acceptable,0.18266046511627906,179.44950000000003,1.75,498.0,311.05,"36,420,434,455,610,671,680,731"
